Bb	CP	Solvent	Electrode	Additives	Prior_score
Levullinic_acid	Dimethylamine	ACN	Platinum	Formic_acid	0.0280006
Levullinic_acid	Dimethylamine	ACN	Platinum	CsCO3	0.0136412
Levullinic_acid	Dimethylamine	ACN	Platinum	Triethylamine	0.0220599
Levullinic_acid	Dimethylamine	ACN	Platinum	NiCl2	0.0016002
Levullinic_acid	Dimethylamine	ACN	Platinum	CuCl2	0.0020343
Levullinic_acid	Dimethylamine	ACN	Platinum	Pd(OAc)2	0.025605
Levullinic_acid	Dimethylamine	ACN	Platinum	Dy(OTf)3	0.0005742
Levullinic_acid	Dimethylamine	ACN	Platinum	Nothing	0.0990249
Levullinic_acid	Dimethylamine	DMF	Carbon	Ptsoh	0.0957494
Levullinic_acid	Dimethylamine	DMF	Carbon	Formic_acid	0.0649826
Levullinic_acid	Dimethylamine	DMF	Carbon	CsCO3	0.0130888
Levullinic_acid	Dimethylamine	DMF	Carbon	Triethylamine	0.0668763
Levullinic_acid	Dimethylamine	DMF	Carbon	NiCl2	3.1e-06
Levullinic_acid	Dimethylamine	DMF	Carbon	CuCl2	0.0701713
Levullinic_acid	Dimethylamine	DMF	Carbon	Pd(OAc)2	0.0011662
Levullinic_acid	Dimethylamine	DMF	Carbon	Dy(OTf)3	1.05e-05
Levullinic_acid	Dimethylamine	DMF	Carbon	Nothing	0.2276033
Levullinic_acid	Dimethylamine	DMF	Platinum	Ptsoh	0.3026928
Levullinic_acid	Dimethylamine	DMF	Platinum	Formic_acid	0.0440516
Levullinic_acid	Dimethylamine	DMF	Platinum	CsCO3	0.0364556
Levullinic_acid	Dimethylamine	DMF	Platinum	Triethylamine	0.0406253
Levullinic_acid	Dimethylamine	DMF	Platinum	NiCl2	0.0014986
Levullinic_acid	Dimethylamine	DMF	Platinum	CuCl2	0.0307903
Levullinic_acid	Dimethylamine	DMF	Platinum	Pd(OAc)2	0.0448633
Levullinic_acid	Dimethylamine	DMF	Platinum	Dy(OTf)3	0.0035449
Levullinic_acid	Dimethylamine	DMF	Platinum	Nothing	0.0945958
Levullinic_acid	1,3-dimethylbarbituric_acid	ACN	Carbon	Ptsoh	0.1261653
Levullinic_acid	1,3-dimethylbarbituric_acid	ACN	Carbon	Formic_acid	0.0206246
Levullinic_acid	1,3-dimethylbarbituric_acid	ACN	Carbon	CsCO3	0.0206852
Levullinic_acid	1,3-dimethylbarbituric_acid	ACN	Carbon	Triethylamine	0.0002655
Levullinic_acid	1,3-dimethylbarbituric_acid	ACN	Carbon	NiCl2	3.14e-05
Levullinic_acid	1,3-dimethylbarbituric_acid	ACN	Carbon	CuCl2	0.082653
Levullinic_acid	1,3-dimethylbarbituric_acid	ACN	Carbon	Pd(OAc)2	0.00092
Levullinic_acid	1,3-dimethylbarbituric_acid	ACN	Carbon	Dy(OTf)3	2.33e-05
Levullinic_acid	1,3-dimethylbarbituric_acid	ACN	Carbon	Nothing	0.2119366
Levullinic_acid	1,3-dimethylbarbituric_acid	ACN	Platinum	Ptsoh	0.0247061
Levullinic_acid	1,3-dimethylbarbituric_acid	ACN	Platinum	Formic_acid	0.040826
Levullinic_acid	1,3-dimethylbarbituric_acid	ACN	Platinum	CsCO3	0.0354728
Levullinic_acid	1,3-dimethylbarbituric_acid	ACN	Platinum	Triethylamine	0.0041791
Levullinic_acid	1,3-dimethylbarbituric_acid	ACN	Platinum	NiCl2	0.0004421
Levullinic_acid	1,3-dimethylbarbituric_acid	ACN	Platinum	CuCl2	0.0997831
Levullinic_acid	1,3-dimethylbarbituric_acid	ACN	Platinum	Pd(OAc)2	0.0219762
Levullinic_acid	1,3-dimethylbarbituric_acid	ACN	Platinum	Dy(OTf)3	0.0002045
Levullinic_acid	1,3-dimethylbarbituric_acid	ACN	Platinum	Nothing	0.072811
Levullinic_acid	1,3-dimethylbarbituric_acid	DMF	Carbon	Ptsoh	0.1796992
Levullinic_acid	1,3-dimethylbarbituric_acid	DMF	Carbon	Formic_acid	0.0726389
Levullinic_acid	1,3-dimethylbarbituric_acid	DMF	Carbon	CsCO3	0.0203813
Levullinic_acid	1,3-dimethylbarbituric_acid	DMF	Carbon	Triethylamine	0.0595161
Levullinic_acid	1,3-dimethylbarbituric_acid	DMF	Carbon	NiCl2	2.24e-05
Levullinic_acid	1,3-dimethylbarbituric_acid	DMF	Carbon	CuCl2	0.0600999
Levullinic_acid	1,3-dimethylbarbituric_acid	DMF	Carbon	Pd(OAc)2	9.97e-05
Levullinic_acid	1,3-dimethylbarbituric_acid	DMF	Carbon	Dy(OTf)3	1.7e-06
Levullinic_acid	1,3-dimethylbarbituric_acid	DMF	Carbon	Nothing	0.2330446
Levullinic_acid	1,3-dimethylbarbituric_acid	DMF	Platinum	Ptsoh	0.2543399
Levullinic_acid	1,3-dimethylbarbituric_acid	DMF	Platinum	Formic_acid	0.0274364
Levullinic_acid	1,3-dimethylbarbituric_acid	DMF	Platinum	CsCO3	0.0229071
Levullinic_acid	1,3-dimethylbarbituric_acid	DMF	Platinum	Triethylamine	0.0081206
Levullinic_acid	1,3-dimethylbarbituric_acid	DMF	Platinum	NiCl2	0.0015457
Levullinic_acid	1,3-dimethylbarbituric_acid	DMF	Platinum	CuCl2	0.0447187
Levullinic_acid	1,3-dimethylbarbituric_acid	DMF	Platinum	Pd(OAc)2	0.053549
Levullinic_acid	1,3-dimethylbarbituric_acid	DMF	Platinum	Dy(OTf)3	0.0051627
Levullinic_acid	1,3-dimethylbarbituric_acid	DMF	Platinum	Nothing	0.1215014
Levullinic_acid	2-pyridineacetonitrile	ACN	Carbon	Ptsoh	0.0461313
Levullinic_acid	2-pyridineacetonitrile	ACN	Carbon	Formic_acid	0.0001332
Levullinic_acid	2-pyridineacetonitrile	ACN	Carbon	CsCO3	0.155281
Levullinic_acid	2-pyridineacetonitrile	ACN	Carbon	Triethylamine	0.0029224
Levullinic_acid	2-pyridineacetonitrile	ACN	Carbon	NiCl2	0.02493
Levullinic_acid	2-pyridineacetonitrile	ACN	Carbon	CuCl2	0.0137176
Levullinic_acid	2-pyridineacetonitrile	ACN	Carbon	Pd(OAc)2	0.0339999
Levullinic_acid	2-pyridineacetonitrile	ACN	Carbon	Dy(OTf)3	0.038377
Levullinic_acid	2-pyridineacetonitrile	ACN	Carbon	Nothing	0.1246925
Levullinic_acid	2-pyridineacetonitrile	ACN	Platinum	Ptsoh	0.1165659
Levullinic_acid	2-pyridineacetonitrile	ACN	Platinum	Formic_acid	8.85e-05
Levullinic_acid	2-pyridineacetonitrile	ACN	Platinum	CsCO3	0.1601822
Levullinic_acid	2-pyridineacetonitrile	ACN	Platinum	Triethylamine	9.52e-05
Levullinic_acid	2-pyridineacetonitrile	ACN	Platinum	NiCl2	0.1073467
Levullinic_acid	2-pyridineacetonitrile	ACN	Platinum	CuCl2	3.72e-05
Levullinic_acid	2-pyridineacetonitrile	ACN	Platinum	Pd(OAc)2	0.1017712
Levullinic_acid	2-pyridineacetonitrile	ACN	Platinum	Dy(OTf)3	0.1965489
Levullinic_acid	2-pyridineacetonitrile	ACN	Platinum	Nothing	0.0262367
Levullinic_acid	2-pyridineacetonitrile	DMF	Carbon	Ptsoh	0.066678
Levullinic_acid	2-pyridineacetonitrile	DMF	Carbon	Formic_acid	0.0012287
Levullinic_acid	2-pyridineacetonitrile	DMF	Carbon	CsCO3	0.3087114
Levullinic_acid	2-pyridineacetonitrile	DMF	Carbon	Triethylamine	0.0020526
Levullinic_acid	2-pyridineacetonitrile	DMF	Carbon	NiCl2	0.0005367
Levullinic_acid	2-pyridineacetonitrile	DMF	Carbon	CuCl2	0.0026397
Levullinic_acid	2-pyridineacetonitrile	DMF	Carbon	Pd(OAc)2	0.0012332
Levullinic_acid	2-pyridineacetonitrile	DMF	Carbon	Dy(OTf)3	0.0
Levullinic_acid	2-pyridineacetonitrile	DMF	Carbon	Nothing	0.1353467
Levullinic_acid	2-pyridineacetonitrile	DMF	Platinum	Ptsoh	0.0320382
Levullinic_acid	2-pyridineacetonitrile	DMF	Platinum	Formic_acid	4.1e-06
Levullinic_acid	2-pyridineacetonitrile	DMF	Platinum	CsCO3	0.1698549
Levullinic_acid	2-pyridineacetonitrile	DMF	Platinum	Triethylamine	0.0003287
Levullinic_acid	2-pyridineacetonitrile	DMF	Platinum	NiCl2	0.1010476
Levullinic_acid	2-pyridineacetonitrile	DMF	Platinum	CuCl2	0.0030504
Levullinic_acid	2-pyridineacetonitrile	DMF	Platinum	Pd(OAc)2	0.0651895
Levullinic_acid	2-pyridineacetonitrile	DMF	Platinum	Dy(OTf)3	0.1826004
Levullinic_acid	2-pyridineacetonitrile	DMF	Platinum	Nothing	0.0623166
Levullinic_acid	1-azidoadamantane	ACN	Carbon	Ptsoh	0.0433641
Levullinic_acid	1-azidoadamantane	ACN	Carbon	Formic_acid	0.0269484
Levullinic_acid	1-azidoadamantane	ACN	Carbon	CsCO3	0.0154742
Levullinic_acid	1-azidoadamantane	ACN	Carbon	Triethylamine	0.0050901
Levullinic_acid	1-azidoadamantane	ACN	Carbon	NiCl2	0.0002241
Levullinic_acid	1-azidoadamantane	ACN	Carbon	CuCl2	0.0516974
Levullinic_acid	1-azidoadamantane	ACN	Carbon	Pd(OAc)2	0.000418
Levullinic_acid	1-azidoadamantane	ACN	Carbon	Dy(OTf)3	7.8e-06
Levullinic_acid	1-azidoadamantane	ACN	Carbon	Nothing	0.1246883
Levullinic_acid	1-azidoadamantane	ACN	Platinum	Ptsoh	0.0357388
Levullinic_acid	1-azidoadamantane	ACN	Platinum	Formic_acid	0.0153801
Levullinic_acid	1-azidoadamantane	ACN	Platinum	CsCO3	0.0141339
Levullinic_acid	1-azidoadamantane	ACN	Platinum	Triethylamine	0.007202
Levullinic_acid	1-azidoadamantane	ACN	Platinum	NiCl2	0.0026843
Levullinic_acid	1-azidoadamantane	ACN	Platinum	CuCl2	0.0345631
Levullinic_acid	1-azidoadamantane	ACN	Platinum	Pd(OAc)2	0.0095164
Levullinic_acid	1-azidoadamantane	ACN	Platinum	Dy(OTf)3	0.0005263
Levullinic_acid	1-azidoadamantane	ACN	Platinum	Nothing	0.0408924
Levullinic_acid	1-azidoadamantane	DMF	Carbon	Ptsoh	0.1746835
Levullinic_acid	1-azidoadamantane	DMF	Carbon	Formic_acid	0.0807478
Levullinic_acid	1-azidoadamantane	DMF	Carbon	CsCO3	0.0185506
Levullinic_acid	1-azidoadamantane	DMF	Carbon	Triethylamine	0.0366441
Levullinic_acid	1-azidoadamantane	DMF	Carbon	NiCl2	4.31e-05
Levullinic_acid	1-azidoadamantane	DMF	Carbon	CuCl2	0.0577372
Levullinic_acid	1-azidoadamantane	DMF	Carbon	Pd(OAc)2	0.0
Levullinic_acid	1-azidoadamantane	DMF	Carbon	Dy(OTf)3	6.7e-06
Levullinic_acid	1-azidoadamantane	DMF	Carbon	Nothing	0.1199311
Levullinic_acid	1-azidoadamantane	DMF	Platinum	Ptsoh	0.2428848
Levullinic_acid	1-azidoadamantane	DMF	Platinum	Formic_acid	0.0455017
Levullinic_acid	1-azidoadamantane	DMF	Platinum	CsCO3	0.0417328
Levullinic_acid	1-azidoadamantane	DMF	Platinum	Triethylamine	0.0434333
Levullinic_acid	1-azidoadamantane	DMF	Platinum	NiCl2	0.0058473
Levullinic_acid	1-azidoadamantane	DMF	Platinum	CuCl2	0.0090639
Levullinic_acid	1-azidoadamantane	DMF	Platinum	Pd(OAc)2	0.0106928
Levullinic_acid	1-azidoadamantane	DMF	Platinum	Dy(OTf)3	7.79e-05
Levullinic_acid	1-azidoadamantane	DMF	Platinum	Nothing	0.1793728
Levullinic_acid	Morpholine	ACN	Carbon	Ptsoh	0.042467
Levullinic_acid	Morpholine	ACN	Carbon	Formic_acid	0.0170203
Levullinic_acid	Morpholine	ACN	Carbon	CsCO3	0.0126689
Levullinic_acid	Morpholine	ACN	Carbon	Triethylamine	0.0176653
Levullinic_acid	Morpholine	ACN	Carbon	NiCl2	3.08e-05
Levullinic_acid	Morpholine	ACN	Carbon	CuCl2	0.0076304
Levullinic_acid	Morpholine	ACN	Carbon	Pd(OAc)2	0.0004975
Levullinic_acid	Morpholine	ACN	Carbon	Dy(OTf)3	4.3e-06
Levullinic_acid	Morpholine	ACN	Carbon	Nothing	0.1785905
Levullinic_acid	Morpholine	ACN	Platinum	Ptsoh	0.0925004
Levullinic_acid	Morpholine	ACN	Platinum	Formic_acid	0.0057976
Levullinic_acid	Morpholine	ACN	Platinum	CsCO3	0.0201685
Levullinic_acid	Morpholine	ACN	Platinum	Triethylamine	0.0176992
Levullinic_acid	Morpholine	ACN	Platinum	NiCl2	0.0
Levullinic_acid	Morpholine	ACN	Platinum	CuCl2	0.0701439
Levullinic_acid	Morpholine	ACN	Platinum	Pd(OAc)2	0.0075483
Levullinic_acid	Morpholine	ACN	Platinum	Dy(OTf)3	0.0013943
Levullinic_acid	Morpholine	ACN	Platinum	Nothing	0.0993768
Levullinic_acid	Morpholine	DMF	Carbon	Ptsoh	0.186305
Levullinic_acid	Morpholine	DMF	Carbon	Formic_acid	0.0255178
Levullinic_acid	Morpholine	DMF	Carbon	CsCO3	0.008315
Levullinic_acid	Morpholine	DMF	Carbon	Triethylamine	0.0314802
Levullinic_acid	Morpholine	DMF	Carbon	NiCl2	8.58e-05
Levullinic_acid	Morpholine	DMF	Carbon	CuCl2	0.121108
Levullinic_acid	Morpholine	DMF	Carbon	Pd(OAc)2	0.0001232
Levullinic_acid	Morpholine	DMF	Carbon	Dy(OTf)3	2.7e-06
Levullinic_acid	Morpholine	DMF	Carbon	Nothing	0.1962644
Levullinic_acid	Morpholine	DMF	Platinum	Ptsoh	0.2268443
Levullinic_acid	Morpholine	DMF	Platinum	Formic_acid	0.0195487
Levullinic_acid	Morpholine	DMF	Platinum	CsCO3	0.0193763
Levullinic_acid	Morpholine	DMF	Platinum	Triethylamine	0.0554472
Levullinic_acid	Morpholine	DMF	Platinum	NiCl2	0.0002556
Levullinic_acid	Morpholine	DMF	Platinum	CuCl2	0.1274305
Levullinic_acid	Morpholine	DMF	Platinum	Pd(OAc)2	0.0538652
Levullinic_acid	Morpholine	DMF	Platinum	Dy(OTf)3	0.0007157
Levullinic_acid	Morpholine	DMF	Platinum	Nothing	0.2210316
Levullinic_acid	Dimethyl_fumarate	ACN	Carbon	Ptsoh	0.0300869
Levullinic_acid	Dimethyl_fumarate	ACN	Carbon	Formic_acid	0.0114673
Levullinic_acid	Dimethyl_fumarate	ACN	Carbon	CsCO3	0.0002243
Levullinic_acid	Dimethyl_fumarate	ACN	Carbon	Triethylamine	0.0022367
Levullinic_acid	Dimethyl_fumarate	ACN	Carbon	NiCl2	5.9e-06
Levullinic_acid	Dimethyl_fumarate	ACN	Carbon	CuCl2	0.0462311
Levullinic_acid	Dimethyl_fumarate	ACN	Carbon	Pd(OAc)2	0.0001255
Levullinic_acid	Dimethyl_fumarate	ACN	Carbon	Dy(OTf)3	3.7e-06
Levullinic_acid	Dimethyl_fumarate	ACN	Carbon	Nothing	0.084076
Levullinic_acid	Dimethyl_fumarate	ACN	Platinum	Ptsoh	0.0201513
Levullinic_acid	Dimethyl_fumarate	ACN	Platinum	Formic_acid	0.0034663
Levullinic_acid	Dimethyl_fumarate	ACN	Platinum	CsCO3	0.0034627
Levullinic_acid	Dimethyl_fumarate	ACN	Platinum	Triethylamine	0.0130323
Levullinic_acid	Dimethyl_fumarate	ACN	Platinum	NiCl2	0.0009486
Levullinic_acid	Dimethyl_fumarate	ACN	Platinum	CuCl2	0.0252394
Levullinic_acid	Dimethyl_fumarate	ACN	Platinum	Pd(OAc)2	0.007878
Levullinic_acid	Dimethyl_fumarate	ACN	Platinum	Dy(OTf)3	0.0001133
Levullinic_acid	Dimethyl_fumarate	ACN	Platinum	Nothing	0.1306218
Levullinic_acid	Dimethyl_fumarate	DMF	Carbon	Ptsoh	0.088751
Levullinic_acid	Dimethyl_fumarate	DMF	Carbon	Formic_acid	0.035341
Levullinic_acid	Dimethyl_fumarate	DMF	Carbon	CsCO3	0.037263
Levullinic_acid	Dimethyl_fumarate	DMF	Carbon	Triethylamine	0.0625609
Levullinic_acid	Dimethyl_fumarate	DMF	Carbon	NiCl2	0.0
Levullinic_acid	Dimethyl_fumarate	DMF	Carbon	CuCl2	0.0157238
Levullinic_acid	Dimethyl_fumarate	DMF	Carbon	Pd(OAc)2	0.0003208
Levullinic_acid	Dimethyl_fumarate	DMF	Carbon	Dy(OTf)3	5.1e-06
Levullinic_acid	Dimethyl_fumarate	DMF	Carbon	Nothing	0.1041859
Levullinic_acid	Dimethyl_fumarate	DMF	Platinum	Ptsoh	0.1723878
Levullinic_acid	Dimethyl_fumarate	DMF	Platinum	Formic_acid	0.0158213
Levullinic_acid	Dimethyl_fumarate	DMF	Platinum	CsCO3	0.0061424
Levullinic_acid	Dimethyl_fumarate	DMF	Platinum	Triethylamine	0.0473543
Levullinic_acid	Dimethyl_fumarate	DMF	Platinum	NiCl2	0.0023697
Levullinic_acid	Dimethyl_fumarate	DMF	Platinum	CuCl2	0.0732942
Levullinic_acid	Dimethyl_fumarate	DMF	Platinum	Pd(OAc)2	0.0072389
Levullinic_acid	Dimethyl_fumarate	DMF	Platinum	Dy(OTf)3	0.0005116
Levullinic_acid	Dimethyl_fumarate	DMF	Platinum	Nothing	0.1436998
Levullinic_acid	Cyclohexyl_isocyanide	ACN	Carbon	Ptsoh	0.0453317
Levullinic_acid	Cyclohexyl_isocyanide	ACN	Carbon	Formic_acid	0.0006431
Levullinic_acid	Cyclohexyl_isocyanide	ACN	Carbon	CsCO3	0.0409987
Levullinic_acid	Cyclohexyl_isocyanide	ACN	Carbon	Triethylamine	0.0256532
Levullinic_acid	Cyclohexyl_isocyanide	ACN	Carbon	NiCl2	0.0001271
Levullinic_acid	Cyclohexyl_isocyanide	ACN	Carbon	CuCl2	0.0626874
Levullinic_acid	Cyclohexyl_isocyanide	ACN	Carbon	Pd(OAc)2	0.0012539
Levullinic_acid	Cyclohexyl_isocyanide	ACN	Carbon	Dy(OTf)3	5.3e-06
Levullinic_acid	Cyclohexyl_isocyanide	ACN	Carbon	Nothing	0.1108124
Levullinic_acid	Cyclohexyl_isocyanide	ACN	Platinum	Ptsoh	0.10696
Levullinic_acid	Cyclohexyl_isocyanide	ACN	Platinum	Formic_acid	0.0081214
Levullinic_acid	Cyclohexyl_isocyanide	ACN	Platinum	CsCO3	0.0072611
Levullinic_acid	Cyclohexyl_isocyanide	ACN	Platinum	Triethylamine	0.0233884
Levullinic_acid	Cyclohexyl_isocyanide	ACN	Platinum	NiCl2	0.0002395
Levullinic_acid	Cyclohexyl_isocyanide	ACN	Platinum	CuCl2	0.0287002
Levullinic_acid	Cyclohexyl_isocyanide	ACN	Platinum	Pd(OAc)2	0.0001171
Levullinic_acid	Cyclohexyl_isocyanide	ACN	Platinum	Dy(OTf)3	0.0006056
Levullinic_acid	Cyclohexyl_isocyanide	ACN	Platinum	Nothing	0.078826
Levullinic_acid	Cyclohexyl_isocyanide	DMF	Carbon	Ptsoh	0.1941076
Levullinic_acid	Cyclohexyl_isocyanide	DMF	Carbon	Formic_acid	0.019327
Levullinic_acid	Cyclohexyl_isocyanide	DMF	Carbon	CsCO3	0.0160281
Levullinic_acid	Cyclohexyl_isocyanide	DMF	Carbon	Triethylamine	0.0057916
Levullinic_acid	Cyclohexyl_isocyanide	DMF	Carbon	NiCl2	3.24e-05
Levullinic_acid	Cyclohexyl_isocyanide	DMF	Carbon	CuCl2	0.0213058
Levullinic_acid	Cyclohexyl_isocyanide	DMF	Carbon	Pd(OAc)2	1.8e-05
Levullinic_acid	Cyclohexyl_isocyanide	DMF	Carbon	Dy(OTf)3	1e-06
Levullinic_acid	Cyclohexyl_isocyanide	DMF	Carbon	Nothing	0.143335
Levullinic_acid	Cyclohexyl_isocyanide	DMF	Platinum	Ptsoh	0.1453486
Levullinic_acid	Cyclohexyl_isocyanide	DMF	Platinum	Formic_acid	0.0376434
Levullinic_acid	Cyclohexyl_isocyanide	DMF	Platinum	CsCO3	0.0221281
Levullinic_acid	Cyclohexyl_isocyanide	DMF	Platinum	Triethylamine	0.0358395
Levullinic_acid	Cyclohexyl_isocyanide	DMF	Platinum	NiCl2	0.0023741
Levullinic_acid	Cyclohexyl_isocyanide	DMF	Platinum	CuCl2	0.0539801
Levullinic_acid	Cyclohexyl_isocyanide	DMF	Platinum	Pd(OAc)2	0.0191246
Levullinic_acid	Cyclohexyl_isocyanide	DMF	Platinum	Dy(OTf)3	0.0025817
Levullinic_acid	Cyclohexyl_isocyanide	DMF	Platinum	Nothing	0.1224582
Levullinic_acid	4-methoxyphenyl_isocyanide	ACN	Carbon	Ptsoh	0.0135449
Levullinic_acid	4-methoxyphenyl_isocyanide	ACN	Carbon	Formic_acid	0.0008841
Levullinic_acid	4-methoxyphenyl_isocyanide	ACN	Carbon	CsCO3	0.1389556
Levullinic_acid	4-methoxyphenyl_isocyanide	ACN	Carbon	Triethylamine	0.0009528
Levullinic_acid	4-methoxyphenyl_isocyanide	ACN	Carbon	NiCl2	0.0001904
Levullinic_acid	4-methoxyphenyl_isocyanide	ACN	Carbon	CuCl2	0.0117721
Levullinic_acid	4-methoxyphenyl_isocyanide	ACN	Carbon	Pd(OAc)2	0.0015041
Levullinic_acid	4-methoxyphenyl_isocyanide	ACN	Carbon	Dy(OTf)3	0.0023039
Levullinic_acid	4-methoxyphenyl_isocyanide	ACN	Carbon	Nothing	0.1873314
Levullinic_acid	4-methoxyphenyl_isocyanide	ACN	Platinum	Ptsoh	0.0267745
Levullinic_acid	4-methoxyphenyl_isocyanide	ACN	Platinum	Formic_acid	0.001189
Levullinic_acid	4-methoxyphenyl_isocyanide	ACN	Platinum	CsCO3	0.1326474
Levullinic_acid	4-methoxyphenyl_isocyanide	ACN	Platinum	Triethylamine	0.0014171
Levullinic_acid	4-methoxyphenyl_isocyanide	ACN	Platinum	NiCl2	0.0072934
Levullinic_acid	4-methoxyphenyl_isocyanide	ACN	Platinum	CuCl2	0.0092155
Levullinic_acid	4-methoxyphenyl_isocyanide	ACN	Platinum	Pd(OAc)2	0.0253801
Levullinic_acid	4-methoxyphenyl_isocyanide	ACN	Platinum	Dy(OTf)3	0.0062694
Levullinic_acid	4-methoxyphenyl_isocyanide	ACN	Platinum	Nothing	0.0546327
Levullinic_acid	4-methoxyphenyl_isocyanide	DMF	Carbon	Ptsoh	0.0393578
Levullinic_acid	4-methoxyphenyl_isocyanide	DMF	Carbon	Formic_acid	0.0081594
Levullinic_acid	4-methoxyphenyl_isocyanide	DMF	Carbon	CsCO3	0.3149268
Levullinic_acid	4-methoxyphenyl_isocyanide	DMF	Carbon	Triethylamine	0.0074029
Levullinic_acid	4-methoxyphenyl_isocyanide	DMF	Carbon	NiCl2	0.0004574
Levullinic_acid	4-methoxyphenyl_isocyanide	DMF	Carbon	CuCl2	0.0119002
Levullinic_acid	4-methoxyphenyl_isocyanide	DMF	Carbon	Pd(OAc)2	0.0035602
Levullinic_acid	4-methoxyphenyl_isocyanide	DMF	Carbon	Dy(OTf)3	0.0019167
Levullinic_acid	4-methoxyphenyl_isocyanide	DMF	Carbon	Nothing	0.272538
Levullinic_acid	4-methoxyphenyl_isocyanide	DMF	Platinum	Ptsoh	0.0223158
Levullinic_acid	4-methoxyphenyl_isocyanide	DMF	Platinum	Formic_acid	0.0017498
Levullinic_acid	4-methoxyphenyl_isocyanide	DMF	Platinum	CsCO3	0.4893334
Levullinic_acid	4-methoxyphenyl_isocyanide	DMF	Platinum	Triethylamine	0.0024915
Levullinic_acid	4-methoxyphenyl_isocyanide	DMF	Platinum	NiCl2	0.088736
Levullinic_acid	4-methoxyphenyl_isocyanide	DMF	Platinum	CuCl2	0.0066709
Levullinic_acid	4-methoxyphenyl_isocyanide	DMF	Platinum	Pd(OAc)2	0.0379035
Levullinic_acid	4-methoxyphenyl_isocyanide	DMF	Platinum	Dy(OTf)3	0.0684861
Levullinic_acid	4-methoxyphenyl_isocyanide	DMF	Platinum	Nothing	0.1411377
Levullinic_acid	Trimethylsilyl_cyanide	ACN	Carbon	Ptsoh	0.0146309
Levullinic_acid	Trimethylsilyl_cyanide	ACN	Carbon	Formic_acid	0.0782236
Levullinic_acid	Trimethylsilyl_cyanide	ACN	Carbon	Triethylamine	0.1544895
Levullinic_acid	Trimethylsilyl_cyanide	ACN	Carbon	NiCl2	4.73e-05
Levullinic_acid	Trimethylsilyl_cyanide	ACN	Carbon	CuCl2	0.0021535
Levullinic_acid	Trimethylsilyl_cyanide	ACN	Carbon	Pd(OAc)2	0.0001235
Levullinic_acid	Trimethylsilyl_cyanide	ACN	Carbon	Dy(OTf)3	3e-07
Levullinic_acid	Trimethylsilyl_cyanide	ACN	Platinum	Ptsoh	0.0149178
Levullinic_acid	Trimethylsilyl_cyanide	ACN	Platinum	Formic_acid	0.1096795
Levullinic_acid	Trimethylsilyl_cyanide	ACN	Platinum	CsCO3	0.0245953
Levullinic_acid	Trimethylsilyl_cyanide	ACN	Platinum	Triethylamine	0.1039591
Levullinic_acid	Trimethylsilyl_cyanide	ACN	Platinum	NiCl2	2.53e-05
Levullinic_acid	Trimethylsilyl_cyanide	ACN	Platinum	CuCl2	0.0020708
Levullinic_acid	Trimethylsilyl_cyanide	ACN	Platinum	Pd(OAc)2	0.0105886
Levullinic_acid	Trimethylsilyl_cyanide	ACN	Platinum	Dy(OTf)3	2.25e-05
Levullinic_acid	Trimethylsilyl_cyanide	ACN	Platinum	Nothing	0.086276
Levullinic_acid	Trimethylsilyl_cyanide	DMF	Carbon	Ptsoh	0.0041678
Levullinic_acid	Trimethylsilyl_cyanide	DMF	Carbon	Formic_acid	0.2350635
Levullinic_acid	Trimethylsilyl_cyanide	DMF	Carbon	CsCO3	0.0001028
Levullinic_acid	Trimethylsilyl_cyanide	DMF	Carbon	Triethylamine	0.0824879
Levullinic_acid	Trimethylsilyl_cyanide	DMF	Carbon	NiCl2	3e-07
Levullinic_acid	Trimethylsilyl_cyanide	DMF	Carbon	CuCl2	0.0015788
Levullinic_acid	Trimethylsilyl_cyanide	DMF	Carbon	Pd(OAc)2	4e-07
Levullinic_acid	Trimethylsilyl_cyanide	DMF	Carbon	Dy(OTf)3	0.0
Levullinic_acid	Trimethylsilyl_cyanide	DMF	Carbon	Nothing	0.0655791
Levullinic_acid	Trimethylsilyl_cyanide	DMF	Platinum	Ptsoh	0.0209883
Levullinic_acid	Trimethylsilyl_cyanide	DMF	Platinum	Formic_acid	0.1738338
Levullinic_acid	Trimethylsilyl_cyanide	DMF	Platinum	CsCO3	0.0515966
Levullinic_acid	Trimethylsilyl_cyanide	DMF	Platinum	Triethylamine	0.1075057
Levullinic_acid	Trimethylsilyl_cyanide	DMF	Platinum	NiCl2	0.0004014
Levullinic_acid	Trimethylsilyl_cyanide	DMF	Platinum	CuCl2	0.0
Levullinic_acid	Trimethylsilyl_cyanide	DMF	Platinum	Pd(OAc)2	0.0117055
Levullinic_acid	Trimethylsilyl_cyanide	DMF	Platinum	Dy(OTf)3	0.0003362
Levullinic_acid	Trimethylsilyl_cyanide	DMF	Platinum	Nothing	0.0863599
Levullinic_acid	Ph-maleimide	ACN	Carbon	Ptsoh	0.8635895
Levullinic_acid	Ph-maleimide	ACN	Carbon	Formic_acid	0.0272911
Levullinic_acid	Ph-maleimide	ACN	Carbon	CsCO3	0.6199068
Levullinic_acid	Ph-maleimide	ACN	Carbon	Triethylamine	0.0100658
Levullinic_acid	Ph-maleimide	ACN	Carbon	NiCl2	0.0402893
Levullinic_acid	Ph-maleimide	ACN	Carbon	CuCl2	0.1427008
Levullinic_acid	Ph-maleimide	ACN	Carbon	Dy(OTf)3	0.0146767
Levullinic_acid	Ph-maleimide	ACN	Carbon	Nothing	0.4346522
